"year","site","transect","Kelp","Understory_algae"
2019,"MOHK",2,1186.408,68.1291667
2019,"NAPL",1,429.9017,73.73833
2019,"NAPL",2,563.6327,88.95854
2019,"NAPL",3,406.8877,144.52021
2019,"NAPL",5,193.499,125.615
2019,"NAPL",6,143.1237,199.3175
2019,"NAPL",7,217.651,67.90879
2019,"NAPL",8,211.1033,87.38166
2020,"ABUR",2,7.877,113.25
2020,"AQUE",1,176.203,152.34333
2020,"AQUE",2,2.162,188.432917
2020,"AQUE",3,322.138,9.3025
2020,"AQUE",4,649.681,3.434625
2020,"AQUE",5,1102.62,2.35
2020,"AQUE",6,842.469,9.783125
2020,"BULL",1,553.472,409.89212
2020,"BULL",3,49.015,365.486775
2020,"BULL",6,73.56967,231.93021
2020,"CARP",1,209.3093,242.223167
2020,"CARP",2,7.567,328.1875
2020,"CARP",3,41.87133,60.8927497
2020,"CARP",4,113.505,146.641708
2020,"CARP",5,27.025,294.8045
2020,"CARP",6,174.7227,46.767083
2020,"CARP",7,4.324,42.7346667
2020,"GOLB",1,299.437,165.522955
2020,"GOLB",2,176.5113,55.118337
2020,"IVEE",1,123.2957,130.04083
2020,"IVEE",2,756.7,130.66792
2020,"IVEE",3,669.139,50.370625
2020,"IVEE",5,1122.078,102.5625
2020,"IVEE",6,1396.652,70.9083333
2020,"IVEE",7,189.175,161.04406
2020,"IVEE",8,386.998,100.435065
2020,"MOHK",1,913.445,41.3375
2020,"MOHK",2,1309.091,0.595
2020,"NAPL",1,550.4757,155.012075
2020,"NAPL",2,685.6007,170.6148
2020,"NAPL",3,655.456,276.1762333
2020,"NAPL",4,38.916,255.2858
2020,"NAPL",5,295.113,146.423167
2020,"NAPL",6,205.39,129.241879
2020,"NAPL",7,362.1967,98.6153733
2020,"NAPL",8,405.099,104.05874
